#      dist        eig   iband        s       pz       px       py    dz2r2      dxz      dyz      dxy    dx2y2      fm0     f+m1     f-m1     f+m2     f-m2     f+m3     f-m3  
    3.57089   -3.26243       4    1.211    1.031   16.558   13.241    0.011    0.451    0.610    0.015    0.076    0.001    0.024    0.008    0.000    0.013    0.017    0.015
    3.57089    3.89661       5    2.639    1.443   18.389    2.622    0.029    0.047    1.891    0.046    0.168    0.003    0.044    0.006    0.009    0.020    0.076    0.000
    3.57089    6.66766       6    3.147   18.324    0.313    7.678    0.114    0.186    0.016    1.927    0.002    0.116    0.007    0.049    0.007    0.003    0.001    0.002
    3.57089    6.82113       7    1.170   11.951    0.007   16.201    0.006    1.934    0.085    0.293    0.016    0.030    0.000    0.022    0.003    0.023    0.010    0.102
    3.58210   -5.74090       2    4.970    6.088    9.144    9.965    0.001    0.484    0.484    0.043    0.005    0.003    0.002    0.000    0.000    0.001    0.016    0.014
    3.58210   -5.06975       3    0.751   20.280    1.849    6.117    0.017    0.081    0.054    0.825    0.000    0.027    0.005    0.012    0.005    0.002    0.001    0.000
    3.58210   -3.18399       4    1.169    0.974   16.730   13.229    0.010    0.459    0.627    0.015    0.072    0.001    0.023    0.008    0.000    0.012    0.018    0.016
    3.58210    3.87128       5    2.519    1.381   18.705    2.544    0.027    0.050    1.890    0.044    0.158    0.003    0.045    0.006    0.009    0.019    0.077    0.000
    3.58210    6.55356       6    2.949   18.559    0.353    7.554    0.102    0.188    0.018    1.926    0.002    0.118    0.007    0.047    0.006    0.003    0.001    0.002
    3.58210    6.66106       7    1.134   11.656    0.016   16.431    0.006    1.925    0.084    0.293    0.015    0.030    0.000    0.023    0.004    0.022    0.010    0.101
    3.59331   -5.57073       2    4.731    5.985    9.259   10.258    0.002    0.499    0.487    0.047    0.005    0.003    0.002    0.000    0.000    0.001    0.016    0.014
    3.59331   -4.92344       3    0.691   20.628    1.810    6.001    0.015    0.083    0.053    0.850    0.000    0.028    0.005    0.012    0.004    0.002    0.001    0.000
    3.59331   -3.10786       4    1.125    0.918   16.901   13.216    0.009    0.466    0.644    0.014    0.068    0.001    0.023    0.008    0.000    0.012    0.018    0.016
    3.59331    3.84752       5    2.399    1.319   19.021    2.467    0.026    0.052    1.888    0.042    0.147    0.003    0.045    0.005    0.009    0.018    0.078    0.000
    3.59331    6.43687       6    2.748   18.795    0.394    7.421    0.091    0.191    0.019    1.926    0.002    0.119    0.007    0.045    0.006    0.003    0.001    0.002
    3.59331    6.50258       7    1.096   11.349    0.028   16.671    0.006    1.916    0.084    0.293    0.014    0.029    0.000    0.024    0.004    0.020    0.009    0.101
    3.60451   -5.40048       2    4.493    5.873    9.376   10.558    0.002    0.515    0.491    0.050    0.004    0.003    0.002    0.001    0.000    0.001    0.016    0.014
    3.60451   -4.77737       3    0.633   20.988    1.767    5.876    0.014    0.085    0.051    0.876    0.000    0.029    0.005    0.012    0.004    0.001    0.001    0.000
    3.60451   -3.03408       4    1.078    0.863   17.071   13.202    0.008    0.474    0.661    0.014    0.064    0.001    0.022    0.008    0.000    0.011    0.018    0.016
    3.60451    3.82527       5    2.278    1.257   19.336    2.393    0.024    0.054    1.887    0.040    0.137    0.003    0.046    0.005    0.009    0.017    0.080    0.000
    3.60451    6.31775       6    2.545   19.034    0.435    7.277    0.081    0.192    0.021    1.925    0.001    0.120    0.007    0.044    0.005    0.002    0.001    0.002
    3.60451    6.34578       7    1.057   11.029    0.044   16.921    0.006    1.908    0.084    0.291    0.013    0.029    0.000    0.024    0.004    0.019    0.009    0.100
    3.61572   -5.23031       2    4.257    5.752    9.496   10.865    0.002    0.530    0.494    0.054    0.004    0.004    0.003    0.001    0.000    0.001    0.016    0.014
    3.61572   -4.63169       3    0.577   21.361    1.720    5.741    0.012    0.087    0.050    0.901    0.000    0.030    0.005    0.011    0.004    0.001    0.001    0.000
    3.61572   -2.96265       4    1.030    0.809   17.239   13.187    0.007    0.481    0.678    0.013    0.060    0.001    0.022    0.008    0.000    0.011    0.019    0.016
    3.61572    3.80449       5    2.156    1.193   19.650    2.320    0.022    0.056    1.885    0.038    0.127    0.003    0.047    0.005    0.008    0.016    0.081    0.000
    3.61572    6.19076       6    1.014   10.705    0.064   17.174    0.006    1.900    0.083    0.288    0.012    0.028    0.000    0.025    0.004    0.018    0.009    0.099
    3.61572    6.19640       7    2.344   19.265    0.477    7.131    0.072    0.192    0.022    1.924    0.001    0.122    0.007    0.042    0.005    0.002    0.001    0.002
    3.62693   -5.06039       2    4.024    5.623    9.619   11.180    0.002    0.546    0.498    0.057    0.004    0.004    0.003    0.001    0.000    0.001    0.016    0.015
    3.62693   -4.48660       3    0.522   21.749    1.670    5.596    0.011    0.088    0.048    0.928    0.000    0.031    0.005    0.011    0.004    0.001    0.001    0.000
    3.62693   -2.89362       4    0.980    0.756   17.404   13.171    0.007    0.488    0.695    0.013    0.056    0.001    0.021    0.008    0.000    0.010    0.019    0.016
    3.62693    3.78514       5    2.034    1.130   19.961    2.249    0.021    0.059    1.884    0.036    0.117    0.003    0.047    0.005    0.008    0.015    0.082    0.001
    3.62693    6.03762       6    0.972   10.352    0.087   17.449    0.006    1.892    0.083    0.285    0.011    0.028    0.000    0.026    0.004    0.016    0.009    0.099
    3.62693    6.07299       7    2.143   19.515    0.518    6.960    0.063    0.193    0.023    1.922    0.001    0.123    0.007    0.040    0.004    0.002    0.001    0.002
    3.63813   -4.87780       2    3.785    5.507    9.610   11.558    0.002    0.565    0.500    0.056    0.003    0.004    0.002    0.001    0.000    0.001    0.015    0.019
    3.63813   -4.34228       3    0.471   22.151    1.617    5.440    0.010    0.089    0.046    0.954    0.000    0.032    0.004    0.011    0.003    0.001    0.001    0.000
    3.63813   -2.82292       4    0.944    0.688   17.626   13.088    0.005    0.491    0.717    0.013    0.050    0.001    0.020    0.009    0.000    0.010    0.019    0.014
    3.63813    3.76717       5    1.912    1.066   20.271    2.180    0.019    0.061    1.883    0.034    0.108    0.003    0.048    0.005    0.008    0.014    0.083    0.001
    3.63813    5.88647       6    0.928    9.989    0.114   17.730    0.006    1.884    0.083    0.281    0.010    0.027    0.000    0.027    0.004    0.015    0.008    0.098
    3.63813    5.94888       7    1.957   19.755    0.557    6.773    0.054    0.192    0.025    1.931    0.001    0.124    0.006    0.038    0.004    0.002    0.001    0.002
    3.64934   -4.70912       2    3.556    5.356    9.736   11.893    0.002    0.582    0.504    0.059    0.002    0.004    0.002    0.001    0.000    0.001    0.015    0.019
    3.64934   -4.19893       3    0.421   22.568    1.560    5.273    0.009    0.090    0.044    0.982    0.000    0.033    0.004    0.011    0.003    0.001    0.001    0.000
    3.64934   -2.75884       4    0.890    0.639   17.790   13.067    0.005    0.498    0.732    0.012    0.046    0.001    0.019    0.009    0.000    0.009    0.020    0.014
    3.64934    3.75052       5    1.791    1.002   20.577    2.113    0.018    0.063    1.882    0.032    0.099    0.003    0.049    0.005    0.008    0.013    0.084    0.001
    3.64934    5.73744       6    0.883    9.612    0.146   18.022    0.006    1.877    0.083    0.276    0.009    0.027    0.000    0.028    0.004    0.014    0.008    0.097
    3.64934    5.82196       7    1.764   20.007    0.595    6.582    0.047    0.191    0.026    1.929    0.001    0.125    0.006    0.036    0.004    0.002    0.001    0.002
    3.66055   -4.54131       2    3.330    5.195    9.865   12.237    0.002    0.599    0.507    0.062    0.002    0.005    0.002    0.002    0.000    0.001    0.015    0.019
    3.66055   -4.05679       3    0.374   23.000    1.500    5.094    0.007    0.090    0.042    1.009    0.000    0.034    0.004    0.010    0.003    0.001    0.001    0.001
    3.66055   -2.69723       4    0.836    0.590   17.952   13.046    0.004    0.505    0.748    0.012    0.043    0.001    0.019    0.009    0.000    0.008    0.020    0.015
    3.66055    3.73515       5    1.670    0.938   20.879    2.048    0.016    0.065    1.881    0.030    0.090    0.003    0.050    0.005    0.007    0.012    0.085    0.001
    3.66055    5.59069       6    0.836    9.219    0.181   18.324    0.006    1.871    0.083    0.269    0.009    0.026    0.000    0.028    0.004    0.013    0.008    0.096
    3.66055    5.69369       7    1.577   20.264    0.631    6.375    0.040    0.189    0.027    1.927    0.001    0.126    0.006    0.034    0.003    0.002    0.001    0.002
    3.67175   -4.37462       2    3.106    5.022    9.998   12.591    0.002    0.616    0.511    0.064    0.002    0.005    0.003    0.002    0.000    0.001    0.015    0.019
    3.67175   -3.91610       3    0.329   23.448    1.436    4.903    0.006    0.090    0.040    1.037    0.000    0.035    0.004    0.010    0.002    0.001    0.001    0.001
    3.67175   -2.63809       4    0.781    0.543   18.110   13.024    0.004    0.511    0.763    0.011    0.039    0.001    0.018    0.009    0.000    0.008    0.020    0.015
    3.67175    3.72101       5    1.550    0.875   21.178    1.984    0.015    0.067    1.881    0.028    0.082    0.002    0.050    0.004    0.007    0.011    0.086    0.001
    3.67175    5.44636       6    0.788    8.809    0.220   18.638    0.005    1.865    0.083    0.262    0.008    0.025    0.000    0.029    0.004    0.012    0.008    0.096
    3.67175    5.56437       7    1.398   20.527    0.663    6.154    0.034    0.186    0.028    1.926    0.000    0.126    0.006    0.032    0.003    0.001    0.000    0.002
    3.68296   -4.18942       2    2.887    4.780   10.078   13.010    0.003    0.612    0.510    0.064    0.001    0.005    0.004    0.003    0.000    0.001    0.014    0.020
    3.68296   -3.75666       3    0.283   23.888    1.331    4.702    0.005    0.081    0.036    1.060    0.000    0.038    0.003    0.009    0.002    0.001    0.001    0.000
    3.68296   -2.58123       4    0.730    0.495   18.298   12.965    0.003    0.518    0.778    0.010    0.036    0.001    0.018    0.009    0.000    0.007    0.021    0.015
    3.68296    3.71903       5    1.429    0.796   21.431    1.928    0.013    0.075    1.874    0.026    0.077    0.002    0.047    0.005    0.006    0.008    0.089    0.001
    3.68296    5.30503       6    0.742    8.386    0.267   18.953    0.005    1.853    0.084    0.254    0.007    0.024    0.000    0.030    0.004    0.011    0.008    0.095
    3.68296    5.44633       7    1.220   20.771    0.688    5.896    0.028    0.192    0.029    1.917    0.000    0.126    0.005    0.029    0.003    0.001    0.000    0.002
    3.69417   -4.02624       2    2.669    4.584   10.214   13.388    0.003    0.630    0.514    0.065    0.001    0.005    0.005    0.003    0.000    0.001    0.014    0.020
    3.69417   -3.62022       3    0.244   24.370    1.261    4.485    0.004    0.080    0.034    1.089    0.000    0.039    0.002    0.009    0.001    0.001    0.001    0.000
    3.69417   -2.52710       4    0.674    0.451   18.453   12.939    0.003    0.524    0.792    0.010    0.032    0.001    0.018    0.009    0.000    0.006    0.021    0.015
    3.69417    3.70740       5    1.312    0.732   21.716    1.872    0.011    0.077    1.874    0.024    0.069    0.002    0.048    0.004    0.005    0.008    0.090    0.002
    3.69417    5.16630       6    0.693    7.944    0.316   19.285    0.005    1.848    0.084    0.244    0.006    0.023    0.000    0.031    0.003    0.010    0.008    0.094
    3.69417    5.31565       7    1.060   21.049    0.709    5.641    0.023    0.186    0.029    1.916    0.000    0.127    0.004    0.027    0.002    0.001    0.000    0.002
    3.70538   -3.86515       2    2.455    4.373   10.354   13.777    0.003    0.648    0.518    0.067    0.001    0.005    0.005    0.004    0.000    0.001    0.014    0.020
    3.70538   -3.48612       3    0.208   24.867    1.187    4.254    0.003    0.079    0.032    1.118    0.000    0.041    0.002    0.008    0.001    0.001    0.001    0.001
    3.70538   -2.47554       4    0.619    0.408   18.603   12.913    0.003    0.530    0.806    0.009    0.029    0.001    0.018    0.009    0.000    0.006    0.021    0.015
    3.70538    3.69683       5    1.197    0.670   21.993    1.818    0.010    0.079    1.873    0.022    0.061    0.002    0.048    0.004    0.005    0.007    0.091    0.002
    3.70538    5.03066       6    0.643    7.485    0.368   19.629    0.004    1.843    0.085    0.233    0.006    0.022    0.000    0.032    0.003    0.009    0.007    0.093
    3.70538    5.18502       7    0.910   21.335    0.724    5.369    0.019    0.180    0.029    1.914    0.000    0.128    0.004    0.025    0.002    0.000    0.000    0.002
    3.71658   -3.70652       2    2.244    4.149   10.497   14.176    0.003    0.667    0.522    0.067    0.001    0.005    0.005    0.005    0.000    0.001    0.014    0.020
    3.71658   -3.35470       3    0.176   25.378    1.111    4.010    0.003    0.077    0.030    1.148    0.000    0.042    0.002    0.008    0.001    0.001    0.001    0.001
    3.71658   -2.42657       4    0.564    0.367   18.748   12.889    0.002    0.536    0.819    0.008    0.026    0.001    0.017    0.009    0.000    0.005    0.022    0.015
